日期,代码,名称,所属行业,开盘价,最高价,最低价,收盘价,前收盘价,成交量（股）,成交额（元）,换手率,涨幅%,振幅%,是否ST,量比,3日涨幅%,6日涨幅%,10日涨幅%,25日涨幅%,是否涨停,总股本（股）,流通股本（股）,总市值（元）,流通市值（元）,滚动市盈率,市净率,滚动市销率,5日线,10日线,20日线,30日线,60日线,120日线,250日线,上市时间,退市时间
2025-03-21,688305,科德数控,通用设备,60.371,60.579,58.086,58.186,60.37,176528500,10271487301.0,100.0,,,否,,,,,,否,132906678,132213778,7733307966.11,7692990886.71,,,,,,,,,,,2021-07-09,-
2025-03-24,688305,科德数控,通用设备,58.186,58.748,55.909,57.517,58.19,166041400,9550203203.8,100.0,,,否,,,,,,否,132906678,132213778,7644393398.53,7604539869.23,,,,,,,,,,,2021-07-09,-
2025-03-25,688305,科德数控,通用设备,57.294,58.779,56.663,57.04,57.52,107112900,6109719816.0,81.0149,,,否,,,,,,否,132906678,132213778,7580996913.12,7541473897.12,,,,,,,,,,,2021-07-09,-
2025-03-26,688305,科德数控,通用设备,56.832,60.671,56.755,58.525,57.04,237245400,13884787035.0,100.0,,,否,,,,,,否,132906678,132213778,7778363329.95,7737811357.45,,,,,,,,,,,2021-07-09,-
2025-03-27,688305,科德数控,通用设备,58.748,60.755,57.917,59.486,58.52,189551500,11275660529.0,100.0,,,否,,,,,,否,132906678,132213778,7906086647.51,7864868798.11,,,,58.15,,,,,,,2021-07-09,-
2025-03-28,688305,科德数控,通用设备,59.14,61.509,58.617,60.802,59.49,222356400,13519713832.8,100.0,,,否,,,,,,否,132906678,132213778,8080991835.76,8038862129.96,,,,58.67,,,,,,,2021-07-09,-
2025-03-31,688305,科德数控,通用设备,59.602,60.294,58.294,59.602,60.8,171319500,10210984839.0,100.0,,,否,,,,,,否,132906678,132213778,7921503822.16,7880205596.36,,,,59.09,,,,,,,2021-07-09,-
2025-04-01,688305,科德数控,通用设备,59.632,60.355,57.971,58.148,59.6,141892400,8250759275.2,100.0,,,否,,,,,,否,132906678,132213778,7728257512.34,7687966763.14,,,,59.31,,,,,,,2021-07-09,-
2025-04-02,688305,科德数控,通用设备,58.063,61.371,57.717,59.579,58.15,256594500,15287643715.5,100.0,,,否,,,,,,否,132906678,132213778,7918446968.56,7877164679.46,,,,59.52,,,,,,,2021-07-09,-
2025-04-03,688305,科德数控,通用设备,58.832,60.363,56.64,57.602,59.58,226548200,13049629416.4,100.0,,,否,,,,,,否,132906678,132213778,7655690466.16,7615778040.36,,,,59.15,58.65,,,,,,2021-07-09,-
