日期,代码,名称,所属行业,开盘价,最高价,最低价,收盘价,前收盘价,成交量（股）,成交额（元）,换手率,涨幅%,振幅%,是否ST,量比,3日涨幅%,6日涨幅%,10日涨幅%,25日涨幅%,是否涨停,总股本（股）,流通股本（股）,总市值（元）,流通市值（元）,滚动市盈率,市净率,滚动市销率,5日线,10日线,20日线,30日线,60日线,120日线,250日线,上市时间,退市时间
2023-11-16,1306,夏厦精密,通用设备,102.4,118.16,97.48,108.79,97.48,12042991,1309705614.85,79.3068,106.023,39.16,否,,,,,,否,62000000.0,15185312.0,6850380000.0,1677825122.88,70.624806,12.616126,12.446438,21.76,10.88,5.44,3.63,1.81,0.91,0.44,2023-11-16,-
2023-11-17,1306,夏厦精密,通用设备,103.56,111.15,96.49,99.84,96.49,8515092,876175285.37,56.0745,-8.227,13.47,否,0.71,,,,,否,62000000.0,15185312.0,6286800000.0,1539790636.8,64.814511,11.578198,11.422471,41.73,20.86,10.43,6.95,3.48,1.74,0.83,2023-11-16,-
2023-11-20,1306,夏厦精密,通用设备,103.39,127.01,101.3,116.2,101.3,10889627,1235408482.9,71.7116,16.381,25.75,否,0.26,,,,,否,62000000.0,15185312.0,7316620000.0,1792018669.12,75.431562,13.474785,13.293548,64.97,32.48,16.24,10.83,5.41,2.71,1.3,2023-11-16,-
2023-11-21,1306,夏厦精密,通用设备,110.6,113.24,102.81,103.98,102.81,8473122,920899051.33,55.7981,-10.516,8.98,否,0.09,-4.421,,,,否,62000000.0,15185312.0,6547200000.0,1603568947.2,67.499135,12.057769,11.895591,85.76,42.88,21.44,14.29,7.15,3.57,1.72,2023-11-16,-
2023-11-22,1306,夏厦精密,通用设备,104.37,105.55,95.51,95.51,95.51,6867489,692219952.09,45.2245,-8.144,9.66,否,0.04,-4.337,,,,否,62000000.0,15185312.0,6014000000.0,1472975264.0,62.002047,11.075791,10.926821,104.86,52.43,26.22,17.48,8.74,4.37,2.1,2023-11-16,-
2023-11-23,1306,夏厦精密,通用设备,94.02,99.03,91.68,94.12,91.68,5233048,509023988.28,34.4612,-1.454,7.7,否,0.56,-19.002,,,,否,62000000.0,15185312.0,5926580000.0,1451563974.08,61.10078,10.914793,10.767988,101.93,61.84,30.92,20.61,10.31,5.15,2.47,2023-11-16,-
2023-11-24,1306,夏厦精密,通用设备,92.57,96.11,88.51,94.49,88.51,6045699,565408738.07,39.8128,0.387,8.08,否,0.76,-9.127,-13.145,,,否,62000000.0,15185312.0,5949520000.0,1457182539.52,61.337282,10.957041,10.809668,100.86,71.29,35.65,23.76,11.88,5.94,2.85,2023-11-16,-
2023-11-27,1306,夏厦精密,通用设备,93.34,94.49,91.13,93.84,91.13,4153845,390819661.11,27.3544,-0.688,3.55,否,0.55,-1.749,-6.01,,,否,62000000.0,15185312.0,5908600000.0,1447160233.6,60.915413,10.881679,10.73532,96.39,80.68,40.34,26.89,13.45,6.72,3.23,2023-11-16,-
2023-11-28,1306,夏厦精密,通用设备,95.02,95.47,90.89,90.93,90.89,3714579,350060538.94,24.4617,-3.096,4.88,否,0.6,-3.389,-21.747,,,否,62000000.0,15185312.0,5725700000.0,1402363563.2,59.029784,10.544838,10.40301,93.78,89.77,44.89,29.92,14.96,7.48,3.59,2023-11-16,-
2023-11-29,1306,夏厦精密,通用设备,92.56,98.36,92.08,95.72,92.08,5240405,506716911.72,34.5097,5.263,6.9,否,1.01,1.302,-7.944,,,否,62000000.0,15185312.0,6027020000.0,1476164179.52,62.136278,11.09977,10.950477,93.82,99.34,49.67,33.11,16.56,8.28,3.97,2023-11-16,-
2023-11-30,1306,夏厦精密,通用设备,98.17,99.43,89.23,89.48,89.23,5206645,491448988.28,34.2874,-6.512,10.66,否,1.07,-4.646,-6.313,-17.75,,否,62000000.0,15185312.0,5634560000.0,1380041154.56,58.090165,10.376989,10.237418,92.89,97.41,54.15,36.1,18.05,9.02,4.33,2023-11-16,-
2023-12-01,1306,夏厦精密,通用设备,88.62,89.48,85.2,87.07,85.2,3406467,301089051.0,22.4326,-2.696,4.79,否,0.7,-4.245,-7.49,-12.79,,否,62000000.0,15185312.0,5482660000.0,1342837140.16,56.524134,10.097239,9.961431,91.41,96.13,58.5,39.0,19.5,9.75,4.68,2023-11-16,-
2023-12-04,1306,夏厦精密,通用设备,87.35,91.16,86.84,89.82,86.84,4215951,384173506.54,27.7633,3.155,4.95,否,0.97,-6.164,-4.942,-22.702,,否,62000000.0,15185312.0,5655640000.0,1385204160.64,58.307492,10.415811,10.275718,90.6,93.5,62.99,41.99,21.0,10.5,5.04,2023-11-16,-
2023-12-05,1306,夏厦精密,通用设备,88.13,94.52,88.12,89.32,88.12,3299292,305980541.75,21.7269,-0.559,7.13,否,0.76,-0.179,-4.817,-14.099,,否,62000000.0,15185312.0,5624020000.0,1377459651.52,57.981502,10.357578,10.218267,90.28,92.03,67.46,44.97,22.49,11.24,5.4,2023-11-16,-
2023-12-06,1306,夏厦精密,通用设备,90.58,96.48,90.58,94.52,90.58,4319483,412678180.96,28.4451,5.832,6.61,否,1.01,8.556,3.948,-1.037,,否,62000000.0,15185312.0,5952000000.0,1457789952.0,61.36285,10.961608,10.814173,90.04,91.93,72.18,48.12,24.06,12.03,5.77,2023-11-16,-
2023-12-07,1306,夏厦精密,通用设备,92.56,94.5,91.3,92.78,91.3,2467359,232076855.45,16.2483,-1.844,3.39,否,0.6,3.295,-3.071,-1.424,,否,62000000.0,15185312.0,5842260000.0,1430911949.76,60.231473,10.759503,10.614787,90.7,91.8,76.82,51.21,25.61,12.8,6.15,2023-11-16,-
2023-12-08,1306,夏厦精密,通用设备,92.56,97.48,92.56,96.44,92.56,3025434,295252496.23,19.9234,3.948,5.31,否,0.85,7.971,7.778,2.064,,否,62000000.0,15185312.0,6072900000.0,1487401310.4,62.609283,11.184266,11.033836,92.58,91.99,81.64,54.43,27.21,13.61,6.53,2023-11-16,-
2023-12-11,1306,夏厦精密,通用设备,95.58,100.71,95.16,97.42,95.16,3170526,314662786.01,20.8789,1.011,5.75,否,0.91,3.068,11.887,3.815,,否,62000000.0,15185312.0,6134280000.0,1502434769.28,63.242088,11.297307,11.145357,94.1,92.35,86.51,57.68,28.84,14.42,6.92,2023-11-16,-
2023-12-12,1306,夏厦精密,通用设备,97.97,102.32,96.97,97.17,96.97,3092465,313653026.38,20.3648,-0.253,5.5,否,0.95,4.732,8.183,6.862,,否,62000000.0,15185312.0,6118780000.0,1498638441.28,63.082289,11.268761,11.117196,95.67,92.97,91.37,60.91,30.46,15.23,7.31,2023-11-16,-
2023-12-13,1306,夏厦精密,通用设备,97.56,101.87,93.12,99.15,93.12,3393017,340033943.13,22.3441,2.037,9.01,否,1.06,2.81,11.005,3.583,,否,62000000.0,15185312.0,6243400000.0,1529160918.4,64.367073,11.49827,11.343617,96.59,93.32,96.33,64.22,32.11,16.05,7.71,2023-11-16,-
2023-12-14,1306,夏厦精密,通用设备,97.98,100.15,95.51,96.93,95.51,2520388,249902927.93,16.5975,-2.244,4.68,否,0.83,-0.503,2.55,8.326,,否,62000000.0,15185312.0,6103280000.0,1494842113.28,62.922489,11.240215,11.089034,97.42,94.06,95.74,67.45,33.73,16.86,8.09,2023-11-16,-
2023-12-15,1306,夏厦精密,通用设备,97.14,97.38,94.75,95.64,94.75,1185005,115540503.99,7.8036,-1.331,2.71,否,0.39,-1.575,3.083,9.843,,否,62000000.0,15185312.0,6022060000.0,1474949354.56,62.085142,11.090635,10.941465,97.26,94.92,95.53,70.64,35.32,17.66,8.48,2023-11-16,-
2023-12-18,1306,夏厦精密,通用设备,95.63,96.74,91.14,92.16,91.14,1751954,165912436.02,11.5372,-3.634,5.86,否,0.66,-7.05,-4.438,2.605,,否,62000000.0,15185312.0,5803200000.0,1421345203.2,59.828779,10.687568,10.543819,96.21,95.15,94.32,73.71,36.86,18.43,8.85,2023-11-16,-
2023-12-19,1306,夏厦精密,通用设备,90.83,93.5,90.76,92.95,90.76,1109939,103917893.6,7.3093,0.855,2.97,否,0.46,-4.106,-4.588,4.064,,否,62000000.0,15185312.0,5852800000.0,1433493452.8,60.340136,10.778914,10.633937,95.37,95.52,93.77,76.81,38.4,19.2,9.22,2023-11-16,-
2023-12-20,1306,夏厦精密,通用设备,93.53,99.94,93.23,96.99,93.23,2677810,266211486.5,17.6342,4.343,7.21,否,1.34,1.412,-0.185,2.613,,否,62000000.0,15185312.0,6107000000.0,1495753232.0,62.960841,11.247066,11.095793,94.93,95.76,93.85,80.04,40.02,20.01,9.61,2023-11-16,-
2023-12-21,1306,夏厦精密,通用设备,96.4,99.82,91.45,92.26,91.45,2328537,221704742.36,15.3341,-4.873,8.63,否,1.26,0.109,-6.949,-0.56,-15.194,否,62000000.0,15185312.0,5809400000.0,1422863734.4,59.892699,10.698986,10.555084,94.0,95.71,93.75,83.12,41.56,20.78,9.97,2023-11-16,-
2023-12-22,1306,夏厦精密,通用设备,91.57,94.64,90.8,91.25,90.8,1874445,176330276.19,12.3438,-1.099,4.16,否,1.04,-1.829,-5.86,-5.382,-8.604,否,62000000.0,15185312.0,5745540000.0,1407222863.04,59.234326,10.581377,10.439057,93.12,95.19,93.59,86.16,43.08,21.54,10.34,2023-11-16,-
2023-12-25,1306,夏厦精密,通用设备,89.88,92.16,89.27,90.42,89.27,1413083,129381807.37,9.3056,-0.906,3.17,否,0.73,-6.774,-5.458,-7.185,-22.186,否,62000000.0,15185312.0,5693460000.0,1394467200.96,58.697402,10.485463,10.344433,92.77,94.49,93.42,89.17,44.59,22.29,10.7,2023-11-16,-
2023-12-26,1306,夏厦精密,通用设备,90.1,90.37,84.95,87.14,84.95,1463693,129176302.0,9.6389,-3.626,5.99,否,0.78,-5.55,-5.447,-10.322,-16.195,否,62000000.0,15185312.0,5487000000.0,1343900112.0,56.568878,10.105232,9.969316,91.61,93.49,93.23,92.08,46.04,23.02,11.05,2023-11-16,-
2023-12-27,1306,夏厦精密,通用设备,86.26,87.51,83.92,86.65,83.92,1380845,120019024.2,9.0933,-0.565,4.12,否,0.71,-5.041,-6.778,-12.607,-9.277,否,62000000.0,15185312.0,5456000000.0,1336307456.0,56.249279,10.048141,9.912992,89.54,92.24,92.78,94.97,47.48,23.74,11.4,2023-11-16,-
2023-12-28,1306,夏厦精密,通用设备,86.23,89.65,85.35,88.96,85.35,1452136,129851414.27,9.5628,2.671,4.97,否,0.86,-1.615,-8.279,-8.222,-5.482,否,62000000.0,15185312.0,5601700000.0,1371992939.2,57.751391,10.316472,10.177714,88.88,91.44,92.75,94.31,48.97,24.48,11.75,2023-11-16,-
2023-12-29,1306,夏厦精密,通用设备,88.61,90.09,87.98,89.26,87.98,1084474,98272622.7,7.1416,0.332,2.38,否,0.71,2.433,-3.252,-6.671,-5.535,否,62000000.0,15185312.0,5620300000.0,1376548532.8,57.94315,10.350727,10.211509,88.49,90.8,92.86,93.95,50.45,25.23,12.11,2023-11-16,-
2024-01-02,1306,夏厦精密,通用设备,88.91,89.57,87.26,87.34,87.26,853280,76466961.78,5.6191,-2.151,2.59,否,0.63,0.796,-4.285,-5.23,-6.927,否,62000000.0,15185312.0,5499400000.0,1346937174.4,56.696717,10.128069,9.991846,87.87,90.32,92.74,92.99,51.91,25.95,12.46,2023-11-16,-
2024-01-03,1306,夏厦精密,通用设备,87.32,87.72,83.89,84.44,83.89,1205697,104389524.86,7.9399,-3.315,4.39,否,0.97,-5.081,-6.614,-9.155,-7.137,否,62000000.0,15185312.0,5317120000.0,1302292357.12,54.81748,9.79237,9.660662,87.33,89.47,92.49,92.34,53.32,26.66,12.8,2023-11-16,-
2024-01-04,1306,夏厦精密,通用设备,85.17,87.4,83.64,85.85,83.64,911351,79243386.09,6.0015,1.667,4.44,否,0.76,-3.82,-1.48,-11.486,-10.311,否,62000000.0,15185312.0,5405780000.0,1324007353.28,55.73153,9.955652,9.821748,87.17,88.36,92.06,92.02,54.75,27.37,13.14,2023-11-16,-
