日期,代码,名称,所属行业,开盘价,最高价,最低价,收盘价,前收盘价,成交量（股）,成交额（元）,换手率,涨幅%,振幅%,是否ST,量比,3日涨幅%,6日涨幅%,10日涨幅%,25日涨幅%,是否涨停,总股本（股）,流通股本（股）,总市值（元）,流通市值（元）,滚动市盈率,市净率,滚动市销率,5日线,10日线,20日线,30日线,60日线,120日线,250日线,上市时间,退市时间
2025-02-07,688379,XD华光新,通用设备,20.355,20.645,20.025,20.245,20.36,1803194,36505662.53,2.0016,,,否,,,,,,否,94978561,90085520,1922840967.45,1823781352.40,,,,,,,,,,,2020-08-19,-
2025-02-10,688379,XD华光新,通用设备,20.425,20.675,20.185,20.535,20.25,1298855,26671987.43,1.4418,,,否,,,,,,否,94978561,90085520,1950384750.13,1849906153.20,,,,,,,,,,,2020-08-19,-
2025-02-11,688379,XD华光新,通用设备,20.625,20.645,20.085,20.255,20.54,1216846,24647215.73,1.3508,,,否,,,,,,否,94978561,90085520,1923790753.05,1824682207.60,,,,,,,,,,,2020-08-19,-
2025-02-12,688379,XD华光新,通用设备,20.165,21.025,20.015,20.985,20.25,1808275,37946650.88,2.0073,,,否,,,,,,否,94978561,90085520,1993125102.59,1890444637.20,,,,,,,,,,,2020-08-19,-
2025-02-13,688379,XD华光新,通用设备,20.985,21.235,20.445,20.455,20.98,1671892,34198550.86,1.8559,,,否,,,,,,否,94978561,90085520,1942786465.25,1842699311.60,,,,20.49,,,,,,,2020-08-19,-
2025-02-14,688379,XD华光新,通用设备,20.415,20.955,20.235,20.305,20.45,1128235,22908811.68,1.2524,,,否,,,,,,否,94978561,90085520,1928539681.11,1829186483.60,,,,20.51,,,,,,,2020-08-19,-
2025-02-17,688379,XD华光新,通用设备,20.245,20.515,19.955,20.285,20.30,1434629,29101449.27,1.5925,,,否,,,,,,否,94978561,90085520,1926640109.88,1827384773.20,,,,20.46,,,,,,,2020-08-19,-
2025-02-18,688379,XD华光新,通用设备,20.095,20.585,19.925,19.965,20.29,1299461,25943738.86,1.4425,,,否,,,,,,否,94978561,90085520,1896246970.37,1798557406.80,,,,20.40,,,,,,,2020-08-19,-
2025-02-19,688379,XD华光新,通用设备,20.005,21.355,19.955,20.855,19.96,2238601,46686023.86,2.4850,,,否,,,,,,否,94978561,90085520,1980777889.65,1878733519.60,,,,20.37,,,,,,,2020-08-19,-
2025-02-20,688379,XD华光新,通用设备,21.015,22.615,20.775,22.515,20.86,3675233,82747871.00,4.0797,,,否,,,,,,否,94978561,90085520,2138442300.91,2028275482.80,,,,20.79,20.64,,,,,,2020-08-19,-
2025-02-21,688379,XD华光新,通用设备,22.605,23.125,22.065,22.765,22.52,3246242,73900699.13,3.6035,,,否,,,,,,否,94978561,90085520,2162186941.16,2050796862.80,,,,21.28,20.89,,,,,,2020-08-19,-
2025-02-24,688379,XD华光新,通用设备,23.145,27.495,23.145,27.495,22.77,3936960,108246715.20,4.3702,,,否,,,,,,否,94978561,90085520,2611435534.70,2476901372.40,,,,22.72,21.59,,,,,,2020-08-19,-
2025-02-25,688379,XD华光新,通用设备,28.635,31.115,28.135,28.535,27.50,11293920,322272007.20,12.5369,,,否,,,,,,否,94978561,90085520,2710213238.14,2570590313.20,,,,24.43,22.42,,,,,,2020-08-19,-
2025-02-26,688379,XD华光新,通用设备,28.525,29.625,27.955,28.765,28.54,7931690,228155062.85,8.8046,,,否,,,,,,否,94978561,90085520,2732058307.16,2591309982.80,,,,26.02,23.19,,,,,,2020-08-19,-
2025-02-27,688379,XD华光新,通用设备,28.455,28.485,26.885,27.255,28.77,5557884,151480128.42,6.1696,,,否,,,,,,否,94978561,90085520,2588640680.05,2455280847.60,,,,26.96,23.87,,,,,,2020-08-19,-
2025-02-28,688379,XD华光新,通用设备,26.815,27.395,25.055,25.405,27.25,4915287,124872866.23,5.4562,,,否,,,,,,否,94978561,90085520,2412930342.20,2288622635.60,,,,27.49,24.38,,,,,,2020-08-19,-
2025-03-03,688379,XD华光新,通用设备,25.505,25.505,24.515,24.625,25.41,3306610,81425271.25,3.6705,,,否,,,,,,否,94978561,90085520,2338847064.62,2218355930.00,,,,26.92,24.82,,,,,,2020-08-19,-
2025-03-04,688379,XD华光新,通用设备,24.275,25.005,24.265,24.725,24.62,2627689,64969610.53,2.9169,,,否,,,,,,否,94978561,90085520,2348344920.72,2227364482.00,,,,26.16,25.29,,,,,,2020-08-19,-
2025-03-05,688379,XD华光新,通用设备,24.645,25.175,24.295,24.925,24.73,2265976,56479451.80,2.5154,,,否,,,,,,否,94978561,90085520,2367340632.93,2245381586.00,,,,25.39,25.70,,,,,,2020-08-19,-
2025-03-06,688379,XD华光新,通用设备,25.225,25.415,24.835,25.155,24.93,2577369,64833717.20,2.8610,,,否,,,,,,否,94978561,90085520,2389185701.95,2266101255.60,,,,24.97,25.96,23.30,,,,,2020-08-19,-
2025-03-07,688379,XD华光新,通用设备,25.165,25.455,24.955,25.035,25.16,2388098,59786033.43,2.6509,,,否,,,,,,否,94978561,90085520,2377788274.64,2255290993.20,,,,24.89,26.19,23.54,,,,,2020-08-19,-
2025-03-10,688379,XD华光新,通用设备,25.195,26.565,25.135,26.125,25.04,4621080,120725715.00,5.1297,,,否,,,,,,否,94978561,90085520,2481314906.12,2353484210.00,,,,25.19,26.05,23.82,,,,,2020-08-19,-
2025-03-11,688379,XD华光新,通用设备,25.625,26.425,25.435,26.275,26.12,2922546,76789896.15,3.2442,,,否,,,,,,否,94978561,90085520,2495561690.28,2366997038.00,,,,25.50,25.83,24.12,,,,,2020-08-19,-
2025-03-12,688379,XD华光新,通用设备,26.305,26.545,26.025,26.025,26.27,2215503,57658465.57,2.4593,,,否,,,,,,否,94978561,90085520,2471817050.03,2344475658.00,,,,25.72,25.55,24.37,,,,,2020-08-19,-
2025-03-13,688379,XD华光新,通用设备,25.785,26.015,24.425,24.905,26.02,2660176,66251683.28,2.9529,,,否,,,,,,否,94978561,90085520,2365441061.70,2243579875.60,,,,25.67,25.32,24.60,,,,,2020-08-19,-
2025-03-14,688379,XD华光新,通用设备,24.675,25.365,24.675,25.325,24.91,1729557,43801031.02,1.9199,,,否,,,,,,否,94978561,90085520,2405332057.32,2281415794.00,,,,25.73,25.31,24.85,,,,,2020-08-19,-
2025-03-17,688379,XD华光新,通用设备,25.825,26.015,25.125,25.695,25.32,1874796,48172883.22,2.0811,,,否,,,,,,否,94978561,90085520,2440474124.89,2314747436.40,,,,25.64,25.42,25.12,,,,,2020-08-19,-
2025-03-18,688379,XD华光新,通用设备,25.625,26.435,25.625,26.335,25.70,1996802,52585780.67,2.2166,,,否,,,,,,否,94978561,90085520,2501260403.93,2372402169.20,,,,25.66,25.58,25.44,,,,,2020-08-19,-
2025-03-19,688379,XD华光新,通用设备,26.095,26.785,25.985,26.475,26.34,1951278,51660085.05,2.1660,,,否,,,,,,否,94978561,90085520,2514557402.47,2385014142.00,,,,25.75,25.74,25.72,,,,,2020-08-19,-
2025-03-20,688379,XD华光新,通用设备,26.325,26.655,26.135,26.235,26.48,1463223,38387655.41,1.6243,,,否,,,,,,否,94978561,90085520,2491762547.84,2363393617.20,,,,26.01,25.84,25.90,24.15,,,,2020-08-19,-
2025-03-21,688379,XD华光新,通用设备,26.125,26.355,24.925,25.005,26.23,1956767,48928958.84,2.1721,,,否,,,,,,否,94978561,90085520,2374938917.80,2252588427.60,,,,25.95,25.84,26.02,24.31,,,,2020-08-19,-
2025-03-24,688379,XD华光新,通用设备,24.855,25.175,23.845,24.565,25.00,1671301,41055509.07,1.8552,,,否,,,,,,否,94978561,90085520,2333148350.97,2212950798.80,,,,25.72,25.68,25.87,24.44,,,,2020-08-19,-
2025-03-25,688379,XD华光新,通用设备,24.585,24.995,23.995,24.575,24.57,1414260,34755439.50,1.5699,,,否,,,,,,否,94978561,90085520,2334098136.57,2213851654.00,,,,25.37,25.51,25.67,24.59,,,,2020-08-19,-
